"","species","input","matched_name","SYNONYM","contributor","review_flag","match_code","match_sim","SPECIES_NR","VALID_NR"
"186","chrysocycnis lehmannii","chrysocycnis lehmannii","Chrysocycnis lehmanii","Synonym","literature2021","CHECK_fuzzy",2,0.977777777777778,12378,12377
"187","clidemia garciabarrigae","clidemia garciabarrigae","Clidemia garcia-barrigae","Synonym","INABIOEC","CHECK_fuzzy",2,0.986666666666667,24693,24692
"188","clowesia warczewiczii","clowesia warczewiczii","Clowesia warczewitzii","Accepted","GBIF2026","CHECK_fuzzy",2,0.966666666666667,1941,1941
"189","clusia nigroleneata","clusia nigroleneata","Clusia nigrolineata","Accepted","KUELAP2024","CHECK_fuzzy",2,0.948484848484848,1945,1945
"190","clusia valerioi","clusia valerioi","Clusia valerii","Accepted","literature2021","CHECK_fuzzy",2,0.975,32022,32022
"191","clusia venulosa","clusia venulosa","Clusia venosa","Synonym","HUA2025","CHECK_fuzzy",2,0.941666666666667,31931,31923
"192","cochlidium serrulatim","cochlidium serrulatim","Cochlidium serrulatum","Synonym","literature2021","CHECK_fuzzy",2,0.96,1970,1967
"193","codonanthe caliarata","codonanthe caliarata","Codonanthe calcarata","Synonym","HFCF2019","CHECK_fuzzy",2,0.948148148148148,25001,24999
"194","coelogyne rochussenii","coelogyne rochussenii","Coelogyne rochusseni","Accepted","SEL2021","CHECK_fuzzy",2,0.981818181818182,32403,32403
"195","columnea floribunda","columnea floribunda","Columnea florida","Accepted","GBIF2026","CHECK_fuzzy",2,0.94,32753,32753
"196","columnea kahlbreyeriana","columnea kahlbreyeriana","Columnea kalbreyeriana","Accepted","CR2024","CHECK_fuzzy",2,0.980952380952381,32809,32809
"197","columnea katzensteinii","columnea katzensteinii","Columnea katzensteiniae","Accepted","GBIF2026","CHECK_fuzzy",2,0.956043956043956,25589,25589
"198","columnea warscewicziana","columnea warscewicziana","Columnea warszewicziana","Synonym","GBIF2026","CHECK_fuzzy",2,0.956043956043956,32620,32616
"199","coppensia longicorna","coppensia longicorna","Coppensia longicornu","Synonym","GBIF2026","CHECK_fuzzy",2,0.96,42337,42335
"200","cosmibuena valerii","cosmibuena valerii","Cosmibuena valerioi","Accepted","CR2024; GBIF2026; literature2021","CHECK_fuzzy",2,0.975,2114,2114
"201","coussapoa longipedunculata","coussapoa longipedunculata","Coussapoa longepedunculata","Accepted","ATRIUM2017; CUZ2025; GBIF2026","CHECK_fuzzy",2,0.961666666666667,26277,26277
"202","coussapoa purpussi","coussapoa purpussi","Coussapoa purpusii","Accepted","literature2021","CHECK_fuzzy",2,0.95,2128,2128
"203","crepidomanes schmidtianum","crepidomanes schmidtianum","Crepidomanes schmidianum","Accepted","GBIF2026","CHECK_fuzzy",2,0.983333333333333,89005,89005
"204","cryptocentrum escobari","cryptocentrum escobari","Cryptocentrum escobarii","Synonym","SEL2021","CHECK_fuzzy",2,0.977777777777778,12421,12420
"205","cryptocentrum lehmanni","cryptocentrum lehmanni","Cryptocentrum lehmannii","Synonym","literature2021","CHECK_fuzzy",2,0.977777777777778,12464,12460
"206","cryptochilus sanguineus","cryptochilus sanguineus","Cryptochilus sanguinea","Accepted","SEL2021","CHECK_fuzzy",2,0.937777777777778,33622,33622
"207","cryptophoranthus cunabulus","cryptophoranthus cunabulus","Cryptophoranthus cunabulum","Synonym","SEL2021","CHECK_fuzzy",2,0.955555555555556,60162,60161
"208","cyclopogon prasophyllum","cyclopogon prasophyllum","Cyclopogon prasophyllus","Accepted","CR2024; JimenezDA; OAX2025; SEL2021","CHECK_fuzzy",2,0.966666666666667,33710,33710
"209","cycnoches chlorochilum","cycnoches chlorochilum","Cycnoches chlorochilon","Accepted","GBIF2026","CHECK_fuzzy",2,0.933333333333333,33723,33723
"210","cycnoches thurstonorum","cycnoches thurstonorum","Cycnoches thurstoniorum","Accepted","INABIOEC","CHECK_fuzzy",2,0.984615384615385,33757,33757
"211","cyrtochiloides panduriforme","cyrtochiloides panduriforme","Cyrtochiloides panduriformis","Accepted","SEL2021","CHECK_fuzzy",2,0.952564102564102,34022,34022
"212","cyrtochilum dicoratum","cyrtochilum dicoratum","Cyrtochilum diceratum","Accepted","SEL2021","CHECK_fuzzy",2,0.948148148148148,34144,34144
"213","cyrtochilum exaspertum","cyrtochilum exaspertum","Cyrtochilum exasperatum","Accepted","SEL2021","CHECK_fuzzy",2,0.981818181818182,34175,34175
"214","cyrtochilum macranthun","cyrtochilum macranthun","Cyrtochilum macranthum","Accepted","KUELAP2024","CHECK_fuzzy",2,0.96,34305,34305
"215","cyrtochilum microxiphion","cyrtochilum microxiphion","Cyrtochilum microxiphium","Accepted","SEL2021","CHECK_fuzzy",2,0.933333333333333,34357,34357
"216","cyrtochilum pusilum","cyrtochilum pusilum","Cyrtochilum pusillum","Accepted","ATRIUM2017; CUZ2025","CHECK_fuzzy",2,0.975,34410,34410
"217","cyrtochilum racemosissimum","cyrtochilum racemosissimum","Cyrtochilum ramosissimum","Accepted","INABIOEC","CHECK_fuzzy",2,0.961904761904762,34414,34414
"218","cyrtochilum tricornis","cyrtochilum tricornis","Cyrtochilum tricorne","Accepted","SEL2021","CHECK_fuzzy",2,0.930555555555556,82380,82380
"219","cyrtopodium saitlegerianum","cyrtopodium saitlegerianum","Cyrtopodium saintlegerianum","Accepted","literature2021","CHECK_fuzzy",2,0.984444444444444,85837,85837
"220","cyrtorchis monteiroae","cyrtorchis monteiroae","Cyrtorchis monteirae","Accepted","SEL2021","CHECK_fuzzy",2,0.98,34676,34676
"221","danaea moritiziana","danaea moritiziana","Danaea moritziana","Accepted","ATRIUM2017","CHECK_fuzzy",2,0.961818181818182,81138,81138
"222","dendrobium calcarium","dendrobium calcarium","Dendrobium calcariferum","Accepted","SEL2021","CHECK_fuzzy",2,0.95,2469,2469
"223","dendrobium delicatum","dendrobium delicatum","Dendrobium delicatulum subsp. parvulum","Synonym","SEL2021","CHECK_fuzzy",2,0.963636363636364,2804,2803
"224","dendrobium frigidum","dendrobium frigidum","Dendrobium rigidum","Accepted","SEL2021","CHECK_fuzzy",2,0.958333333333333,37810,37810
"225","dendrobium fusco-pilosum","dendrobium fusco-pilosum","Dendrobium fuscopilosum","Synonym","SEL2021","CHECK_fuzzy",2,0.984615384615385,2623,2620
"226","dendrobium kelsalli","dendrobium kelsalli","Dendrobium kelsallii","Synonym","SEL2021","CHECK_fuzzy",2,0.977777777777778,87139,87136
"227","dendrobium luteochilum","dendrobium luteochilum","Dendrobium luteolum","Accepted","SEL2021","CHECK_fuzzy",2,0.945454545454546,36923,36923
"228","dendrobium luteocilium","dendrobium luteocilium","Dendrobium luteolum","Accepted","SEL2021","CHECK_fuzzy",2,0.945454545454546,36923,36923
"229","dendrobium uncinatum","dendrobium uncinatum","Dendrobium uncatum","Accepted","SEL2021","CHECK_fuzzy",2,0.948148148148148,38499,38499
"230","dendropanax arboreum","dendropanax arboreum","Dendropanax arboreus","Accepted","INABIOEC","CHECK_fuzzy",2,0.95,80886,80886
"231","dichaea acroblephara","dichaea acroblephara","Dichaea acroblepara","Accepted","CR2024; GBIF2026","CHECK_fuzzy",2,0.983333333333333,38933,38933
"232","dichaea anchoraelabia","dichaea anchoraelabia","Dichaea ancoraelabia","Accepted","GBIF2026","CHECK_fuzzy",2,0.982051282051282,38940,38940
"233","dichaea brachypodaa","dichaea brachypodaa","Dichaea brachypoda","Synonym","literature2021","CHECK_fuzzy",2,0.981818181818182,3064,3063
"234","dichaea gluaca","dichaea gluaca","Dichaea glauca","Accepted","SEL2021","CHECK_fuzzy",2,0.955555555555556,38984,38984
"235","dichaea graminodes","dichaea graminodes","Dichaea graminoides","Accepted","GBIF2026","CHECK_fuzzy",2,0.981818181818182,38996,38996
"236","dichaea morisii","dichaea morisii","Dichaea morrisii","Accepted","GerberJP","CHECK_fuzzy",2,0.970833333333333,3051,3051
"237","dichaea morrisiia","dichaea morrisiia","Dichaea morrisii","Accepted","literature2021","CHECK_fuzzy",2,0.977777777777778,3051,3051
"238","didymoglossum kraussii","didymoglossum kraussii","Didymoglossum krausii","Synonym","GBIF2026; JimenezDA; literature2021","CHECK_fuzzy",2,0.975,3125,3123
"239","didymoglossum pinnatinervium","didymoglossum pinnatinervium","Didymoglossum pinnatinervum","Accepted","GBIF2026; literature2021","CHECK_fuzzy",2,0.985714285714286,89007,89007
"240","dimerandra isthmi","dimerandra isthmi","Dimerandra isthmii","Synonym","GBIF2026","CHECK_fuzzy",2,0.971428571428571,39252,39251
"241","disterigma alternoides","disterigma alternoides","Disterigma alaternoides","Accepted","HFCF2019","CHECK_fuzzy",2,0.977777777777778,39638,39638
"242","disterigma popenoei","disterigma popenoei","Disterigma popenoi","Synonym","GBIF2026","CHECK_fuzzy",2,0.975,39640,39638
"243","dracula benedicti","dracula benedicti","Dracula benedictii","Accepted","GBIF2026","CHECK_fuzzy",2,0.98,39756,39756
"244","dracula navarroorum","dracula navarroorum","Dracula navarrorum","Accepted","GBIF2026","CHECK_fuzzy",2,0.981818181818182,3228,3228
"245","drymonia microphylla","drymonia microphylla","Drymonia macrophylla","Accepted","ATRIUM2017","CHECK_fuzzy",2,0.945454545454546,40773,40773
"246","drymonia parviflora","drymonia parviflora","Drymonia parvifolia","Synonym","ATRIUM2017; CR2024; literature2021","CHECK_fuzzy",2,0.937777777777778,82669,82648
"247","drymonia pendulata","drymonia pendulata","Drymonia pendula","Accepted","HFCF2019","CHECK_fuzzy",2,0.955555555555556,85850,85850
"248","drymonia punctulata","drymonia punctulata","Drymonia punctata","Synonym","ATRIUM2017; INABIOEC","CHECK_fuzzy",2,0.96,39771,39768
"249","dryopteris muenchii","dryopteris muenchii","Dryopteris munchii","Accepted","HUAP2024","CHECK_fuzzy",2,0.966666666666667,80918,80918
"250","dyssochroma atlantica","dyssochroma atlantica","Dyssochroma atlanticum","Accepted","GBIF2026","CHECK_fuzzy",2,0.937777777777778,50431,50431
"251","elaphoglossum actinotricum","elaphoglossum actinotricum","Elaphoglossum actinotrichum","Accepted","GBIF2026","CHECK_fuzzy",2,0.984615384615385,40941,40941
"252","elaphoglossum alansmithii","elaphoglossum alansmithii","Elaphoglossum alan-smithii","Accepted","JimenezDA","CHECK_fuzzy",2,0.983333333333333,82682,82682
"253","elaphoglossum ayopayaense","elaphoglossum ayopayaense","Elaphoglossum ayopayense","Accepted","GBIF2026","CHECK_fuzzy",2,0.981818181818182,3259,3259
"254","elaphoglossum backhousianum","elaphoglossum backhousianum","Elaphoglossum backhouseanum","Accepted","CR2024; literature2021","CHECK_fuzzy",2,0.969230769230769,41016,41016
"255","elaphoglossum caridadaei","elaphoglossum caridadaei","Elaphoglossum caridadae","Accepted","CR2024","CHECK_fuzzy",2,0.98,82693,82693
"256","elaphoglossum decorum","elaphoglossum decorum","Elaphoglossum decoratum","Accepted","literature2021","CHECK_fuzzy",2,0.955555555555556,41161,41161
"257","elaphoglossum erinoceum","elaphoglossum erinoceum","Elaphoglossum erinaceum","Accepted","literature2021","CHECK_fuzzy",2,0.955555555555556,41195,41195
"258","elaphoglossum eximiforme","elaphoglossum eximiforme","Elaphoglossum eximiiforme","Accepted","CR2024; literature2021","CHECK_fuzzy",2,0.981818181818182,41208,41208
"259","elaphoglossum gayasnum","elaphoglossum gayasnum","Elaphoglossum gayanum","Accepted","INABIOEC","CHECK_fuzzy",2,0.975,41266,41266
"260","elaphoglossum inaequifolium","elaphoglossum inaequifolium","Elaphoglossum inaequalifolium","Accepted","LPB2024","CHECK_fuzzy",2,0.942564102564103,41351,41351
"261","elaphoglossum ipsookense","elaphoglossum ipsookense","Elaphoglossum ipshookense","Accepted","HEM2025","CHECK_fuzzy",2,0.978787878787879,82713,82713
"262","elaphoglossum mathewssi","elaphoglossum mathewssi","Elaphoglossum mathewsii","Accepted","HCCL2025","CHECK_fuzzy",2,0.955555555555556,82716,82716
"263","elaphoglossum moritzanium","elaphoglossum moritzanium","Elaphoglossum moritzianum","Accepted","INABIOEC","CHECK_fuzzy",2,0.972727272727273,41506,41506
"264","elaphoglossum orbygnianum","elaphoglossum orbygnianum","Elaphoglossum orbignyanum","Accepted","literature2021","CHECK_fuzzy",2,0.978787878787879,14853,14853
"265","elaphoglossum ruficomus","elaphoglossum ruficomus","Elaphoglossum ruficomum","Accepted","ATRIUM2017","CHECK_fuzzy",2,0.955555555555556,41637,41637
"266","elaphoglossum sphoradolepis","elaphoglossum sphoradolepis","Elaphoglossum sporadolepis","Accepted","CR2024","CHECK_fuzzy",2,0.97948717948718,41684,41684
"267","elaphoglossum squamicostatum","elaphoglossum squamicostatum","Elaphoglossum squamocostatum","Accepted","GBIF2026","CHECK_fuzzy",2,0.956043956043956,41698,41698
"268","elaphoglossum trorrubens","elaphoglossum trorrubens","Elaphoglossum atrorubens","Synonym","GBIF2026","CHECK_fuzzy",2,0.933333333333333,3288,3285
"269","elaphoglossum urbani","elaphoglossum urbani","Elaphoglossum urbanii","Accepted","GBIF2026","CHECK_fuzzy",2,0.971428571428571,41764,41764
"270","elleanthus albertii","elleanthus albertii","Elleanthus alberti","Synonym","SEL2021","CHECK_fuzzy",2,0.975,41999,41998
"271","elleanthus capitalus","elleanthus capitalus","Elleanthus capitatus","Accepted","INABIOEC","CHECK_fuzzy",2,0.955555555555556,41923,41923
"272","elleanthus conifera","elleanthus conifera","Elleanthus conifer","Accepted","literature2021","CHECK_fuzzy",2,0.975,41953,41953
"273","elleanthus cynarocephallus","elleanthus cynarocephallus","Elleanthus cynarocephalus","Synonym","literature2021","CHECK_fuzzy",2,0.986666666666667,41927,41923
"274","elleanthus wagenerii","elleanthus wagenerii","Elleanthus wageneri","Accepted","literature2021","CHECK_fuzzy",2,0.977777777777778,42095,42095
"275","elleanthus werklei","elleanthus werklei","Elleanthus wercklei","Accepted","SEL2021","CHECK_fuzzy",2,0.970833333333333,42099,42099
"276","encyclia adenocarpos","encyclia adenocarpos","Encyclia adenocarpon","Synonym","GBIF2026; SEL2021","CHECK_fuzzy",2,0.963636363636364,42121,42120
"277","encyclia grisebachiana","encyclia grisebachiana","Encyclia grisebachianum","Synonym","GBIF2026","CHECK_fuzzy",2,0.956043956043956,64271,64270
"278","encyclia linearifoloides","encyclia linearifoloides","Encyclia linearifolioides","Accepted","literature2021","CHECK_fuzzy",2,0.974166666666667,85861,85861
"279","encyclia macrochila","encyclia macrochila","Encyclia macrochyla","Synonym","CR2024","CHECK_fuzzy",2,0.96,42250,42242
"280","encyclia trachychila","encyclia trachychila","Encyclia brachychila","Synonym","GBIF2026; SEL2021","CHECK_fuzzy",2,0.939393939393939,68642,68640
"281","encyclia vespaa","encyclia vespaa","Encyclia vespa subsp. triandra","Synonym","literature2021","CHECK_fuzzy",2,0.966666666666667,68710,68703
"282","encyclia vittelina","encyclia vittelina","Encyclia vitellina","Synonym","literature2021","CHECK_fuzzy",2,0.948148148148148,69112,69111
"283","encyclia xipheres","encyclia xipheres","Encyclia xipheroides","Accepted","GBIF2026","CHECK_fuzzy",2,0.945454545454546,89119,89119
"284","epidendrum actinoglossum","epidendrum actinoglossum","Epidendrum anoglossum","Accepted","SEL2021","CHECK_fuzzy",2,0.930769230769231,42723,42723
"285","epidendrum acutiflorum","epidendrum acutiflorum","Epidendrum arcuiflorum","Synonym","SEL2021","CHECK_fuzzy",2,0.945454545454546,44157,44156
"286","epidendrum alberti","epidendrum alberti","Epidendrum albertii","Accepted","GBIF2026; SEL2021","CHECK_fuzzy",2,0.975,42639,42639
"287","epidendrum albiflorum","epidendrum albiflorum","Epidendrum albiforum","Accepted","GBIF2026","CHECK_fuzzy",2,0.98,14861,14861
"288","epidendrum alopecurium","epidendrum alopecurium","Epidendrum alopecurum","Accepted","SEL2021","CHECK_fuzzy",2,0.981818181818182,14862,14862
"289","epidendrum alpicolum","epidendrum alpicolum","Epidendrum alpicola","Accepted","literature2021; LPB2024; SEL2021","CHECK_fuzzy",2,0.930555555555556,11590,11590
"290","epidendrum anthoceros","epidendrum anthoceros","Epidendrum anthoceroides","Accepted","GBIF2026; SEL2021","CHECK_fuzzy",2,0.953846153846154,42724,42724
"291","epidendrum azulensis","epidendrum azulensis","Epidendrum azulense","Accepted","GBIF2026","CHECK_fuzzy",2,0.930555555555556,42773,42773
"292","epidendrum bachybotrys","epidendrum bachybotrys","Epidendrum brachybotrys","Accepted","SEL2021","CHECK_fuzzy",2,0.975,42842,42842
"293","epidendrum boothiana","epidendrum boothiana","Epidendrum boothianum","Synonym","literature2021","CHECK_fuzzy",2,0.937777777777778,68630,68620
"294","epidendrum brachystelestachyum","epidendrum brachystelestachyum","Epidendrum brachystachyum","Synonym","GBIF2026; INABIOEC; SEL2021","CHECK_fuzzy",2,0.947368421052632,22774,22767
"295","epidendrum capricornum","epidendrum capricornum","Epidendrum capricornu","Accepted","KUELAP2024","CHECK_fuzzy",2,0.981818181818182,42905,42905
"296","epidendrum cardenasi","epidendrum cardenasi","Epidendrum cardenasii","Accepted","KUELAP2024","CHECK_fuzzy",2,0.98,42909,42909
"297","epidendrum cardiomorphum","epidendrum cardiomorphum","Epidendrum cardiophorum","Accepted","GBIF2026; SEL2021","CHECK_fuzzy",2,0.934615384615385,86670,86670
"298","epidendrum chinchaoense","epidendrum chinchaoense","Epidendrum chinense var. naevosum","Synonym","GBIF2026","CHECK_fuzzy",2,0.933333333333333,22707,22705
"299","epidendrum chingazaense","epidendrum chingazaense","Epidendrum chinense var. naevosum","Synonym","GBIF2026","CHECK_fuzzy",2,0.933333333333333,22707,22705
"300","epidendrum citrinanthum","epidendrum citrinanthum","Epidendrum citrinum","Synonym","INABIOEC","CHECK_fuzzy",2,0.933333333333333,8585,8580
"301","epidendrum colanense","epidendrum colanense","Epidendrum colonense","Synonym","GBIF2026; SEL2021","CHECK_fuzzy",2,0.948148148148148,3609,3606
"302","epidendrum columbianum","epidendrum columbianum","Epidendrum colombianum","Accepted","KUELAP2024","CHECK_fuzzy",2,0.957575757575758,42995,42995
"303","epidendrum coronantherum","epidendrum coronantherum","Epidendrum coronatum","Accepted","GBIF2026; SEL2021","CHECK_fuzzy",2,0.938461538461538,43026,43026
"304","epidendrum coronatuma","epidendrum coronatuma","Epidendrum coronatum","Accepted","literature2021","CHECK_fuzzy",2,0.98,43026,43026
"305","epidendrum crescentilobium","epidendrum crescentilobium","Epidendrum crescentilobum","Accepted","GBIF2026","CHECK_fuzzy",2,0.986666666666667,11592,11592
"306","epidendrum dendrobii","epidendrum dendrobii","Epidendrum dendrobioides","Accepted","CUZ2025; GBIF2026; HUA2025; ICESI2024","CHECK_fuzzy",2,0.938461538461538,36147,36147
"307","epidendrum dukei","epidendrum dukei","Epidendrum duckei","Synonym","GBIF2026","CHECK_fuzzy",2,0.955555555555556,43428,43427
"308","epidendrum ellemaniae","epidendrum ellemaniae","Epidendrum ellemanniae","Accepted","SEL2021","CHECK_fuzzy",2,0.981818181818182,43186,43186
"309","epidendrum epens","epidendrum epens","Epidendrum repens","Accepted","INABIOEC","CHECK_fuzzy",2,0.944444444444444,44261,44261
"310","epidendrum exisum","epidendrum exisum","Epidendrum excisum","Accepted","SEL2021","CHECK_fuzzy",2,0.961904761904762,82806,82806
"311","epidendrum fasbergii","epidendrum fasbergii","Epidendrum fosbergii","Accepted","SEL2021","CHECK_fuzzy",2,0.933333333333333,43315,43315
"312","epidendrum flabellilobatum","epidendrum flabellilobatum","Epidendrum flabellatum","Synonym","GBIF2026; RoseroJ","CHECK_fuzzy",2,0.946666666666667,42292,42291
"313","epidendrum flexousissimum","epidendrum flexousissimum","Epidendrum flexuosissimum","Accepted","SEL2021","CHECK_fuzzy",2,0.985714285714286,43309,43309
"314","epidendrum flexuossisimum","epidendrum flexuossisimum","Epidendrum flexuosissimum","Accepted","SEL2021","CHECK_fuzzy",2,0.985714285714286,43309,43309
"315","epidendrum fruticulus","epidendrum fruticulus","Epidendrum fruticulum","Accepted","CUZ2025; KUELAP2024; SEL2021","CHECK_fuzzy",2,0.96,43328,43328
"316","epidendrum funckii","epidendrum funckii","Epidendrum funkii","Synonym","ATRIUM2017; CUZ2025; GBIF2026; LPB2024","CHECK_fuzzy",2,0.966666666666667,42828,42822
"317","epidendrum garayii","epidendrum garayii","Epidendrum garayi","Accepted","INABIOEC","CHECK_fuzzy",2,0.971428571428571,43344,43344
"318","epidendrum gracilimum","epidendrum gracilimum","Epidendrum gracillimum","Accepted","literature2021","CHECK_fuzzy",2,0.981818181818182,43367,43367
"319","epidendrum grayii","epidendrum grayii","Epidendrum grayi","Accepted","INABIOEC","CHECK_fuzzy",2,0.966666666666667,43371,43371
"320","epidendrum haenkeanum","epidendrum haenkeanum","Epidendrum haenkianum","Accepted","ATRIUM2017; CUZ2025; GBIF2026; SEL2021","CHECK_fuzzy",2,0.96,43384,43384
"321","epidendrum imatophyllum","epidendrum imatophyllum","Epidendrum imantophyllum","Synonym","GBIF2026; INABIOEC; literature2021; SEL2021","CHECK_fuzzy",2,0.982051282051282,3527,3525
"322","epidendrum jaramilloi","epidendrum jaramilloi","Epidendrum jaramilloae","Accepted","GBIF2026; INABIOEC; SEL2021","CHECK_fuzzy",2,0.943636363636364,43484,43484
"323","epidendrum klotzschianum","epidendrum klotzschianum","Epidendrum klotzscheanum","Accepted","HUA2025; SEL2021","CHECK_fuzzy",2,0.969230769230769,3544,3544
"324","epidendrum lehmani","epidendrum lehmani","Epidendrum lehmannii","Accepted","KUELAP2024","CHECK_fuzzy",2,0.955555555555556,43544,43544
"325","epidendrum leonoriae","epidendrum leonoriae","Epidendrum leonorae","Accepted","HUA2025","CHECK_fuzzy",2,0.977777777777778,43549,43549
"326","epidendrum leucohilum","epidendrum leucohilum","Epidendrum leucochilum","Synonym","CAUP2023","CHECK_fuzzy",2,0.981818181818182,43515,43514
"327","epidendrum linderi","epidendrum linderi","Epidendrum lindbergii","Accepted","GBIF2026; INABIOEC; SEL2021","CHECK_fuzzy",2,0.94,43567,43567
"328","epidendrum linearidifforme","epidendrum linearidifforme","Epidendrum linearidiforme","Accepted","SEL2021","CHECK_fuzzy",2,0.986666666666667,43568,43568
"329","epidendrum luerorum","epidendrum luerorum","Epidendrum caluerorum","Accepted","GBIF2026","CHECK_fuzzy",2,0.933333333333333,42889,42889
"330","epidendrum macrophysum","epidendrum macrophysum","Epidendrum macrocyphum","Accepted","GBIF2026","CHECK_fuzzy",2,0.933636363636364,3548,3548
"331","epidendrum macropodium","epidendrum macropodium","Epidendrum macropodum","Accepted","INABIOEC","CHECK_fuzzy",2,0.981818181818182,43627,43627
"332","epidendrum magelhaesii","epidendrum magelhaesii","Epidendrum magalhaesii","Accepted","GBIF2026","CHECK_fuzzy",2,0.934242424242424,3550,3550
"333","epidendrum marciae","epidendrum marciae","Epidendrum mariae","Synonym","INABIOEC","CHECK_fuzzy",2,0.966666666666667,8594,8592
"334","epidendrum martianum","epidendrum martianum","Epidendrum marginatum","Synonym","GBIF2026","CHECK_fuzzy",2,0.937777777777778,67745,67744
"335","epidendrum matudaei","epidendrum matudaei","Epidendrum matudae","Accepted","SEL2021","CHECK_fuzzy",2,0.975,43699,43699
"336","epidendrum melinanthuma","epidendrum melinanthuma","Epidendrum melinanthum","Accepted","literature2021","CHECK_fuzzy",2,0.983333333333333,43724,43724
"337","epidendrum mesograstropodium","epidendrum mesograstropodium","Epidendrum mesogastropodium","Accepted","CAUP2023","CHECK_fuzzy",2,0.963235294117647,43728,43728
"338","epidendrum micro-cattleya","epidendrum micro-cattleya","Epidendrum microcattleya","Accepted","KUELAP2024; SEL2021","CHECK_fuzzy",2,0.985714285714286,43732,43732
"339","epidendrum microanoglossum","epidendrum microanoglossum","Epidendrum microglossum","Accepted","CR2024; GBIF2026","CHECK_fuzzy",2,0.935,43740,43740
"340","epidendrum microtigriphyllum","epidendrum microtigriphyllum","Epidendrum microphyllum","Accepted","SEL2021","CHECK_fuzzy",2,0.941176470588235,43742,43742
"341","epidendrum misserrimum","epidendrum misserrimum","Epidendrum miserrimum","Accepted","GUYN2008","CHECK_fuzzy",2,0.978787878787879,43860,43860
"342","epidendrum montiargentatum","epidendrum montiargentatum","Epidendrum montigenum","Accepted","GBIF2026","CHECK_fuzzy",2,0.933333333333333,85933,85933
"343","epidendrum montigena","epidendrum montigena","Epidendrum montigenum","Accepted","GBIF2026","CHECK_fuzzy",2,0.937777777777778,85933,85933
"344","epidendrum motozintlensis","epidendrum motozintlensis","Epidendrum motozintlense","Accepted","GBIF2026","CHECK_fuzzy",2,0.956043956043956,43891,43891
"345","epidendrum neogaliciense","epidendrum neogaliciense","Epidendrum neogaliciensis","Accepted","GBIF2026","CHECK_fuzzy",2,0.956043956043956,43920,43920
"346","epidendrum nubigena","epidendrum nubigena","Epidendrum nubigenum","Synonym","GBIF2026","CHECK_fuzzy",2,0.930555555555556,3524,3523
"347","epidendrum numbatense","epidendrum numbatense","Epidendrum numbalense","Accepted","SEL2021","CHECK_fuzzy",2,0.96,91330,91330
"348","epidendrum oblongialpicolum","epidendrum oblongialpicolum","Epidendrum oblongialpicola","Accepted","INABIOEC; SEL2021","CHECK_fuzzy",2,0.961666666666667,43967,43967
"349","epidendrum odontostachyum","epidendrum odontostachyum","Epidendrum odontospathum","Accepted","GBIF2026; INABIOEC; SEL2021","CHECK_fuzzy",2,0.939377289377289,43978,43978
"350","epidendrum parathicum","epidendrum parathicum","Epidendrum paranthicum","Accepted","HEM2025","CHECK_fuzzy",2,0.981818181818182,3575,3575
"351","epidendrum physophus","epidendrum physophus","Epidendrum physopus","Accepted","SEL2021","CHECK_fuzzy",2,0.977777777777778,3578,3578
"352","epidendrum podocarpophyllum","epidendrum podocarpophyllum","Epidendrum podocarpophilum","Accepted","INABIOEC","CHECK_fuzzy",2,0.961666666666667,44125,44125
"353","epidendrum polyanthemum","epidendrum polyanthemum","Epidendrum polyanthum var. densiflorum","Synonym","SEL2021","CHECK_fuzzy",2,0.946666666666667,43109,43107
"354","epidendrum praeteritum","epidendrum praeteritum","Epidendrum praetervisum","Accepted","GBIF2026; SEL2021","CHECK_fuzzy",2,0.948484848484848,44159,44159
"355","epidendrum pseudobarbeyanum","epidendrum pseudobarbeyanum","Epidendrum pseudobarbeyanurn","Accepted","GBIF2026","CHECK_fuzzy",2,0.963970588235294,44195,44195
"356","epidendrum racemosum","epidendrum racemosum","Epidendrum ramosum var. lanceolatum","Synonym","GBIF2026; HEM2025","CHECK_fuzzy",2,0.940740740740741,42727,42726
"357","epidendrum rhodochilum","epidendrum rhodochilum","Epidendrum rhombochilum","Accepted","GBIF2026; HUA2025; JimenezA","CHECK_fuzzy",2,0.93989898989899,44281,44281
"358","epidendrum rigiduma","epidendrum rigiduma","Epidendrum rigidum var. angustisegmentum","Synonym","literature2021","CHECK_fuzzy",2,0.975,42711,42710
"359","epidendrum saxicolum","epidendrum saxicolum","Epidendrum saxicola","Accepted","LPB2024","CHECK_fuzzy",2,0.930555555555556,44348,44348
"360","epidendrum sophronites","epidendrum sophronites","Epidendrum sophronitis","Accepted","ATRIUM2017","CHECK_fuzzy",2,0.963636363636364,44430,44430
"361","epidendrum stanfordianum","epidendrum stanfordianum","Epidendrum stamfordianum var. leeanum","Synonym","SEL2021","CHECK_fuzzy",2,0.964102564102564,43543,43542
"362","epidendrum stangeatum","epidendrum stangeatum","Epidendrum stangeanum","Accepted","literature2021","CHECK_fuzzy",2,0.96,44459,44459
"363","epidendrum stenoselaginellum","epidendrum stenoselaginellum","Epidendrum stenoselaginella","Accepted","SEL2021","CHECK_fuzzy",2,0.963970588235294,44469,44469
"364","epidendrum subbliberum","epidendrum subbliberum","Epidendrum subliberum","Accepted","KUELAP2024","CHECK_fuzzy",2,0.943787878787879,66590,66590
